"Apply the rule actions only to cart items matching the following conditions (leave blank for all items)","Apply the rule actions only to cart items matching the following conditions (leave blank for all items)"
"Customer redeems the following points","Customer redeems the following points"
"Customer Spends","Customer Spends"
"Maximum Redeemable Points","Maximum Redeemable Points"
"Customer Earning Style","Customer Earning Style"
"Maximum Distributed Points (0 for unlimited)","Maximum Distributed Points (0 for unlimited)"
"Writes a review","Writes a review"
"Did you know that you can customize your Sweet Tooth points currency from the theme as well in more detail?","Did you know that you can customize your Sweet Tooth points currency from the theme as well in more detail?"
"Sign Up for Our Newsletter:","Sign Up for Our Newsletter:"
"Run ","Run "
"Referred Customer","Referred Customer"
"Invalid status: %s","Invalid status: %s"
"Exception hit while building report","Exception hit while building report"
"Street Address %s","Street Address %s"
"Check database","Check database"
"Check Sweet Tooth database for required tables and columns","Check Sweet Tooth database for required tables and columns"
"Table %s found","Table %s found"
"Table %s is missing","Table %s is missing"
"Table %s has column %s","Table %s has column %s"
"Table %s is missing column %s","Table %s is missing column %s"
"Check template files","Check template files"
"Check required template files are found","Check required template files are found"
"Found: %s","Found: %s"
"Missing %s","Missing %s"
Error,Error
"Magento Cache","Magento Cache"
"Status of magento cache","Status of magento cache"
"Cache is disabled on: %s","Cache is disabled on: %s"
"Cache should be disabled while making changes to the system","Cache should be disabled while making changes to the system"
"Magento compiler","Magento compiler"
"Status of magento compiler","Status of magento compiler"
"Magento compiler is disabled","Magento compiler is disabled"
"Magento compiler is enabled","Magento compiler is enabled"
Cron,Cron
"Check cron is running scheduled tasks","Check cron is running scheduled tasks"
"Cron timestamp: [%s], current timestamp: [%s]","Cron timestamp: [%s], current timestamp: [%s]"
"Check crontab has: */5 * * * * /bin/sh /[magento_path]/cron.sh","Check crontab has: */5 * * * * /bin/sh /[magento_path]/cron.sh"
"Magento filesystem","Magento filesystem"
"Check that Magento has read/write on filesystem","Check that Magento has read/write on filesystem"
"Seems accessable %s","Seems accessable %s"
"Check filesystem access on %s","Check filesystem access on %s"
"Not accessable %s","Not accessable %s"
"More then 50 none accessable files... skipping test","More then 50 none accessable files... skipping test"
"Magento Indexer","Magento Indexer"
"List module information","List module information"
"You should reindex {$processes->indexer_code}","You should reindex {$processes->indexer_code}"
"Check PHP core","Check PHP core"
"Check PHP is a supported version and settings will not cause issues","Check PHP is a supported version and settings will not cause issues"
"PHP version >= 5.2.13, you have: %s","PHP version >= 5.2.13, you have: %s"
"Magento supports PHP 5.2.13 or newer. You have: %s","Magento supports PHP 5.2.13 or newer. You have: %s"
"Safe mode is off","Safe mode is off"
"Safe mode is on","Safe mode is on"
"Check PHP extensions","Check PHP extensions"
"Check PHP has required extension","Check PHP has required extension"
"PHP does not have problematic extension %s","PHP does not have problematic extension %s"
"PHP has problematic extension %s. This extension was reported to cause issues when misconfigured","PHP has problematic extension %s. This extension was reported to cause issues when misconfigured"
"PHP has required extension %s","PHP has required extension %s"
"Magento requires the PHP extension %s","Magento requires the PHP extension %s"
"PHP does not have Suhosin compiled in","PHP does not have Suhosin compiled in"
"Suhosin can prevent some needed functions from running (eval, and other basic php functions)","Suhosin can prevent some needed functions from running (eval, and other basic php functions)"
"filesystem might need to be: chown [user]:[group], chmod -R u=rwx,g=rx,o=rx ./[magento]/","filesystem might need to be: chown [user]:[group], chmod -R u=rwx,g=rx,o=rx ./[magento]/"
"PHP does not look to be using suphp","PHP does not look to be using suphp"
"PHP does not look to be using suexec","PHP does not look to be using suexec"
Now,Now
"Problem accessing server, please check your internet connection.","Problem accessing server, please check your internet connection."
"Check extensions for rewrite conflicts","Check extensions for rewrite conflicts"
"No extension conflict found","No extension conflict found"
"Magento - Module output information","Magento - Module output information"
"Module output information - Note disabeling output does not disable the module","Module output information - Note disabeling output does not disable the module"
"Module output is set to disabled however the module might still be active","Module output is set to disabled however the module might still be active"
"Module output is enabled on: %s","Module output is enabled on: %s"
"Magento - List module information","Magento - List module information"
"Magento version %s","Magento version %s"
"Your point transactions are currently on hold, they can be approved after we process your order.","Your point transactions are currently on hold, they can be approved after we process your order."
"Magento compiler has no compiled files","Magento compiler has no compiled files"
"Magento compiler might be enabled, you have %s compiled files","Magento compiler might be enabled, you have %s compiled files"
"Memory limit looks to be >= 256MB, PHP reports: %s","Memory limit looks to be >= 256MB, PHP reports: %s"
"When the memory limit is to low the PHP process can crash and prevent pages from loading","When the memory limit is to low the PHP process can crash and prevent pages from loading"
"Max execution time is >= 3600 seconds (1hour) PHP reports: %s seconds","Max execution time is >= 3600 seconds (1hour) PHP reports: %s seconds"
"Some tasks might require more time to complete and will not finish.  This is offen seen as a timeout message","Some tasks might require more time to complete and will not finish.  This is offen seen as a timeout message"
"cURL functions are enabled and cURL is installed.","cURL functions are enabled and cURL is installed."
"cURL is installed on the server, however the curl_exec function is blocked or not available.","cURL is installed on the server, however the curl_exec function is blocked or not available."
"cURL is NOT installed on the server.","cURL is NOT installed on the server."
"PHP has problematic extension APC. This extension was reported to cause issues when misconfigured","PHP has problematic extension APC. This extension was reported to cause issues when misconfigured"
"When APC stat is set off, the system will not recheck files for changes and will continue to use cached values","When APC stat is set off, the system will not recheck files for changes and will continue to use cached values"
"Check PHP for Suhosin","Check PHP for Suhosin"
"Check if PHP has Suhosin running. Suhosin can prevent some needed functions from running","Check if PHP has Suhosin running. Suhosin can prevent some needed functions from running"
"PHP does not have problematic extension Suhosin","PHP does not have problematic extension Suhosin"
"Magento suggested Suhosin configuration ontop of the default values: %s","Magento suggested Suhosin configuration ontop of the default values: %s"
"Suhosin is not compiled directly into the PHP binarie","Suhosin is not compiled directly into the PHP binarie"
"Check if PHP is run under a [Switch User] ","Check if PHP is run under a [Switch User] "
"System admins often times run PHP as a different user for extra protection","System admins often times run PHP as a different user for extra protection"
"Test skipped. Test requires Magento 1.4+ , you have : %s","Test skipped. Test requires Magento 1.4+ , you have : %s"
"Magento compiler test skipped","Magento compiler test skipped"
"Magento configuration defaults","Magento configuration defaults"
"Check configuration defaults for settings that aid in reducing issues","Check configuration defaults for settings that aid in reducing issues"
"Template hints defaults to off","Template hints defaults to off"
"this should be set to disabled on live stors","this should be set to disabled on live stors"
"Template hints blocks defaults to off","Template hints blocks defaults to off"
"Logging defaults to on","Logging defaults to on"
"logging should be enabled by default","logging should be enabled by default"
"This option is risky because one JavaScript error will cause the remaining scripts to be skipped.","This option is risky because one JavaScript error will cause the remaining scripts to be skipped."
"Merge Javascript files defaults to off","Merge Javascript files defaults to off"
"This option is risky because one CSS error can cause the remaining CSS to be skipped.","This option is risky because one CSS error can cause the remaining CSS to be skipped."
"Merge CSS files defaults to off","Merge CSS files defaults to off"
"Get help with rule priorities.","Get help with rule priorities."
"Check modules for rewrite conflicts","Check modules for rewrite conflicts"
":: Possible solution ::",":: Possible solution ::"
"backup and open: ","backup and open: "
"change: ","change: "
"to: ","to: "
"remove rewrite on: ","remove rewrite on: "
Test!,Test!
"Grand Total Excl. Tax","Grand Total Excl. Tax"
"Grand Total Incl. Tax","Grand Total Incl. Tax"
"Get help with the Stop Further Rules Processing flag.","Get help with the Stop Further Rules Processing flag."
"More than 50 none accessable files... skipping test","More than 50 none accessable files... skipping test"
"Max execution time is >= 3600 seconds (1 hour) PHP reports: %s seconds","Max execution time is >= 3600 seconds (1 hour) PHP reports: %s seconds"
"Some tasks can require more time to complete and will not finish.  This is offen seen as a timeout message.","Some tasks can require more time to complete and will not finish.  This is offen seen as a timeout message."
"Possible solution","Possible solution"
"1. backup and open: ","1. backup and open: "
"2. change class extends\n","2. change class extends\n"
"    |-from: ","    |-from: "
"    |-to  : ","    |-to  : "
"3. backup and open: ","3. backup and open: "
"4. change rewrite: ","4. change rewrite: "
"5. backup and open: ","5. backup and open: "
"    |-add depends: ","    |-add depends: "
"Sweet Tooth must be installed on the server in order to use the Sweet Tooth Social system.","Sweet Tooth must be installed on the server in order to use the Sweet Tooth Social system."
"If you","If you"
"Customer birthday occurs","Customer birthday occurs"
"Customer will get points on a birthday.","Customer will get points on a birthday."
"Customer %s with the e-mail %s has a birthday on %s and been rewarded %s.","Customer %s with the e-mail %s has a birthday on %s and been rewarded %s."
"Customer had a birthday","Customer had a birthday"
"You were not logged-in to the the store, so we could not reward you for your Facebook mention. Please log-in to the store or create an account, then try again.","You were not logged-in to the the store, so we could not reward you for your Facebook mention. Please log-in to the store or create an account, then try again."
"Please [login_link]log-in or create an account[/login_link] to earn Facebook points.","Please [login_link]log-in or create an account[/login_link] to earn Facebook points."
"Please [login_link]log-in to the store or create an account[/login_link], then try again.","Please [login_link]log-in to the store or create an account[/login_link], then try again."
"The Facebook Like Module by Retail Evolved has not been installed or is disabled. It is required to reward customers for liking products on Facebook with Sweet Tooth. For more information, please [rewards_wiki_facebook_link]visit this help article[/rewards_wiki_facebook_link]. Your rule was still saved.","The Facebook Like Module by Retail Evolved has not been installed or is disabled. It is required to reward customers for liking products on Facebook with Sweet Tooth. For more information, please [rewards_wiki_facebook_link]visit this help article[/rewards_wiki_facebook_link]. Your rule was still saved."
"The Facebook Like Module by Retail Evolved has not been configured properly.  Please visit the [evlike_config_link]Retail Evolved Facebook Like configuration[/evlike_config_link] section and change the Button Type to ","The Facebook Like Module by Retail Evolved has not been configured properly.  Please visit the [evlike_config_link]Retail Evolved Facebook Like configuration[/evlike_config_link] section and change the Button Type to "
"Facebook Like","Facebook Like"
"Please wait %s second(s) before liking another page if you want to be rewarded.","Please wait %s second(s) before liking another page if you want to be rewarded."
"Could not reward you for your Facebook mention.","Could not reward you for your Facebook mention."
"* Points cancelled because user unliked page on Facebook.","* Points cancelled because user unliked page on Facebook."
"The <b>%s</b> you earned for liking this have been <b>cancelled</b>.","The <b>%s</b> you earned for liking this have been <b>cancelled</b>."
"You received <b>%s</b> for liking this page on Facebook.","You received <b>%s</b> for liking this page on Facebook."
"%s are pending time.","%s are pending time."
"Customer will get points when they like a page with Facebook.","Customer will get points when they like a page with Facebook."
"Likes a page with Facebook","Likes a page with Facebook"
"Magento - Cache","Magento - Cache"
"Status of magento cache.","Status of magento cache."
"Test skipped. Test requires Magento 1.4+ , you have : %s.","Test skipped. Test requires Magento 1.4+ , you have : %s."
"Magento - Compiler","Magento - Compiler"
"Status of magento compiler.","Status of magento compiler."
"Magento compiler has no compiled files.","Magento compiler has no compiled files."
"Magento compiler might be enabled, you have %s compiled files.","Magento compiler might be enabled, you have %s compiled files."
"Magento compiler test skipped.","Magento compiler test skipped."
"Magento - Configuration defaults","Magento - Configuration defaults"
"Check configuration defaults for settings that aid in reducing issues.","Check configuration defaults for settings that aid in reducing issues."
"Logging defaults to on.","Logging defaults to on."
"Logging should be enabled by default when testing.","Logging should be enabled by default when testing."
"Merge Javascript files defaults to off.","Merge Javascript files defaults to off."
"Merge CSS files defaults to off.","Merge CSS files defaults to off."
"Magento - Cron","Magento - Cron"
"Check cron is running scheduled tasks.","Check cron is running scheduled tasks."
"Cron timestamp: [%s], current timestamp: [%s].","Cron timestamp: [%s], current timestamp: [%s]."
"Magento - Filesystem","Magento - Filesystem"
"Check that Magento has read/write on filesystem.","Check that Magento has read/write on filesystem."
"More than 50 none accessible files... skipping test.","More than 50 none accessible files... skipping test."
"Magento - Indexer","Magento - Indexer"
"List module information.","List module information."
"You should reindex %s","You should reindex %s"
"PHP - Core","PHP - Core"
"Check PHP is a supported version and settings will not cause issues.","Check PHP is a supported version and settings will not cause issues."
"Memory limit looks to be >= 256MB, PHP reports: %s.","Memory limit looks to be >= 256MB, PHP reports: %s."
"When the memory limit is to low the PHP process can crash and prevent pages from loading.","When the memory limit is to low the PHP process can crash and prevent pages from loading."
"Max execution time is >= 3600 seconds (1 hour) PHP reports: %s seconds.","Max execution time is >= 3600 seconds (1 hour) PHP reports: %s seconds."
"Some tasks might require more time to complete and will not finish.  This is offen seen as a timeout message.","Some tasks might require more time to complete and will not finish.  This is offen seen as a timeout message."
"PHP - Extensions","PHP - Extensions"
"Check PHP has required extension.","Check PHP has required extension."
"PHP has extension APC. This extension can cause cache issues when misconfigured.","PHP has extension APC. This extension can cause cache issues when misconfigured."
"PHP has extension eAccelerator. This extension can cause cache issues when misconfigured.","PHP has extension eAccelerator. This extension can cause cache issues when misconfigured."
"When eAccelerator mtime is set off, the system will not check files for updates and will continue using outdated cached files.","When eAccelerator mtime is set off, the system will not check files for updates and will continue using outdated cached files."
"PHP - Check for Suhosin","PHP - Check for Suhosin"
"Check if PHP has Suhosin running. Suhosin can prevent some needed functions from running.","Check if PHP has Suhosin running. Suhosin can prevent some needed functions from running."
"PHP does not have problematic extension Suhosin.","PHP does not have problematic extension Suhosin."
"If Magento has issues, try these configuration ontop of the default values: %s","If Magento has issues, try these configuration ontop of the default values: %s"
"Suhosin is not compiled directly into the PHP binary.","Suhosin is not compiled directly into the PHP binary."
"PHP - Check if is run under a [Switch User] ","PHP - Check if is run under a [Switch User] "
"System admins often times run PHP as a different user for extra protection.","System admins often times run PHP as a different user for extra protection."
"PHP does not look to be using suphp.","PHP does not look to be using suphp."
"PHP does not look to be using suexec.","PHP does not look to be using suexec."
"Earn <B>%s</B> for liking this page.","Earn <B>%s</B> for liking this page."
"[login_link]Log-in or create an account[/login_link] to earn <B>%s</B> for liking this page.","[login_link]Log-in or create an account[/login_link] to earn <B>%s</B> for liking this page."
"This will set the initial status for points earned by this rule to %s.","This will set the initial status for points earned by this rule to %s."
"Start Transfers On-Hold","Start Transfers On-Hold"
"Number of days for transfers to be on hold","Number of days for transfers to be on hold"
"Customer will get points when they a page with Facebook.","Customer will get points when they a page with Facebook."
"Magento - Modules - Extra caching","Magento - Modules - Extra caching"
"Modules that do extra caching, have been found to cause issues when configured too aggressive.","Modules that do extra caching, have been found to cause issues when configured too aggressive."
"When caching is too aggressive you might find old data or errors in pages.","When caching is too aggressive you might find old data or errors in pages."
"Magento - Modules - Check rewrite conflicts","Magento - Modules - Check rewrite conflicts"
"Check modules for rewrite conflicts.","Check modules for rewrite conflicts."
"No extension conflict found.","No extension conflict found."
"Advanced conflict data","Advanced conflict data"
"Magento - Module - Output information","Magento - Module - Output information"
"Module output information - Note: disabling output does not disable the module.","Module output information - Note: disabling output does not disable the module."
"Module output is disabled however the module is still active.","Module output is disabled however the module is still active."
"Output: enabled\t Module:%s","Output: enabled\t Module:%s"
"Magento - Modules - Version information","Magento - Modules - Version information"
"The points you earned are currently pending the completion of your order. You will be able to spend these points after we finish processing your order.","The points you earned are currently pending the completion of your order. You will be able to spend these points after we finish processing your order."
"The points you earned are currently on hold until we have processed your order. You will be able to spend these points after an administrator has approved the order.","The points you earned are currently on hold until we have processed your order. You will be able to spend these points after an administrator has approved the order."
"An error occurred trying to apply the points redemption to the product in your cart: %s","An error occurred trying to apply the points redemption to the product in your cart: %s"
"Points will be ignored unless you create or login an account!","Points will be ignored unless you create or login an account!"
"You will throw away your points if you dont create or login an account!","You will throw away your points if you dont create or login an account!"
"Redeemed points will be ignored!  You must login if you wish to use your points!","Redeemed points will be ignored!  You must login if you wish to use your points!"
"Log-in or create an account to spend or redeem points with this product.","Log-in or create an account to spend or redeem points with this product."
"Magento - Prototype JavaScript framework Version","Magento - Prototype JavaScript framework Version"
"Check Prototype JavaScript framework version.","Check Prototype JavaScript framework version."
"Prototype JavaScript framework is version 1.7.x","Prototype JavaScript framework is version 1.7.x"
"For more help visit: http://www.sweettoothrewards.com/wiki/index.php/Prototype_JavaScript_Framework_1.6.0.3","For more help visit: http://www.sweettoothrewards.com/wiki/index.php/Prototype_JavaScript_Framework_1.6.0.3"
"No issue found.","No issue found."
"Please create an account or log-in to claim your earnings and spend your points.","Please create an account or log-in to claim your earnings and spend your points."
"Please create an account or log-in to claim your earnings.","Please create an account or log-in to claim your earnings."
"Please create an account or log-in to spend your points.","Please create an account or log-in to spend your points."
"Check birthday points","Check birthday points"
"Check if any customers have not received birthday points from any of the active rules.","Check if any customers have not received birthday points from any of the active rules."
"Check database schemas","Check database schemas"
"Check Sweet Tooth database schema on a fresh install of Magento vs Your database.","Check Sweet Tooth database schema on a fresh install of Magento vs Your database."
"To be safe click: backend > Rewards > Configuration > Diagnostics & Support Tools > Re-install Database.","To be safe click: backend > Rewards > Configuration > Diagnostics & Support Tools > Re-install Database."
"Advanced information redarding the diff.","Advanced information redarding the diff."
"Table schema %s","Table schema %s"
"Check database tables","Check database tables"
"Check database for required Sweet Tooth tables and columns.","Check database for required Sweet Tooth tables and columns."
"Table %s","Table %s"
"Table missing %s","Table missing %s"
"Check for modules that should be disabled.","Check for modules that should be disabled."
"Check for modules that have knowen issues with Sweet Tooth.  This is not a complete test!","Check for modules that have knowen issues with Sweet Tooth.  This is not a complete test!"
http://www.sweettoothrewards.com/wiki/index.php/How_To_Disable_The_Default_Magento_Enterprise_Rewards_Module,http://www.sweettoothrewards.com/wiki/index.php/How_To_Disable_The_Default_Magento_Enterprise_Rewards_Module
"Module: %s - is active and is knowen to cause issues.","Module: %s - is active and is knowen to cause issues."
"Template file migration","Template file migration"
"Check required template files are found in the correct locations.","Check required template files are found in the correct locations."
"Help can be found here: http://sweettoothrewards.com/wiki/index.php/Additional_Sweet_Tooth_1.6_Update_Steps","Help can be found here: http://sweettoothrewards.com/wiki/index.php/Additional_Sweet_Tooth_1.6_Update_Steps"
"Sweet Tooth template files seem to be correctly located in base/default.","Sweet Tooth template files seem to be correctly located in base/default."
"Sweet Tooth template files seem to be correctly located in default/default.","Sweet Tooth template files seem to be correctly located in default/default."
"Check required template point files are found.","Check required template point files are found."
